DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
c499,_146_,XOR2,0,0,2,1,1,9,88,0.0,2.394,0.7980000000000018,0.000396
c499,_147_,XNOR2,0,0,2,1,1,9,88,0.0,2.66,1.063999999999993,0.000396
c499,_148_,XNOR2,0,0,2,2,2,8,87,0.0,2.66,1.063999999999993,0.000397
c499,_149_,NAND2,0,0,2,1,1,8,82,0.0,1.33,0.5320000000000107,0.000396
c499,_150_,XNOR2,0,0,2,1,3,7,81,0.0,2.66,1.063999999999993,0.000398
c499,_151_,XNOR2,0,0,2,1,1,9,88,0.0,2.66,1.063999999999993,0.000396
c499,_152_,XNOR2,0,0,2,1,1,9,88,0.0,2.66,1.063999999999993,0.000396
c499,_153_,XNOR2,0,0,2,2,2,8,87,0.0,2.66,1.063999999999993,0.000397
c499,_154_,XNOR2,0,0,2,1,1,9,83,0.0,2.66,1.063999999999993,0.000396
c499,_155_,XNOR2,0,0,2,1,1,9,83,0.0,2.66,1.063999999999993,0.000396
c499,_156_,XNOR2,0,0,2,1,2,8,82,0.0,2.66,1.063999999999993,0.000397
c499,_157_,XNOR2,0,0,2,1,3,7,81,0.0,2.66,1.063999999999993,0.000399
c499,_158_,XNOR2,0,0,2,10,4,6,80,0.0005687500000000623,2.66,1.063999999999993,0.0004
c499,_159_,NAND2,0,0,2,1,1,9,84,0.0,1.33,0.5320000000000107,0.000396
c499,_160_,XNOR2,0,0,2,1,1,9,84,-0.0009031250000000046,2.66,1.063999999999993,0.000396
c499,_161_,XNOR2,0,0,2,1,2,8,83,0.0,2.66,1.063999999999993,0.000397
c499,_162_,XNOR2,0,0,2,1,1,8,83,-0.0006606249999999148,2.66,1.063999999999993,0.000396
c499,_163_,XNOR2,0,0,2,2,3,7,82,0.0,2.66,1.063999999999993,0.000398
c499,_164_,XOR2,1,16,2,1,1,9,88,0.00014125000000003718,2.394,0.7980000000000018,0.000396
c499,_165_,XNOR2,0,0,2,1,1,9,88,0.0002375000000000016,2.66,1.063999999999993,0.000396
c499,_166_,XNOR2,1,16,2,2,2,8,87,0.0005150000000000432,2.66,1.063999999999993,0.000397
c499,_167_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_168_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_169_,XNOR2,0,0,2,2,2,8,88,2.500000000016378e-06,2.66,1.063999999999993,0.000397
c499,_170_,XNOR2,0,0,2,2,3,7,82,-0.003669999999999951,2.66,1.063999999999993,0.000399
c499,_171_,XNOR2,0,0,2,6,4,6,58,9.875000000003631e-05,2.66,1.063999999999993,0.000401
c499,_172_,NAND2,0,0,2,1,1,9,84,0.0,1.33,0.5320000000000107,0.000396
c499,_173_,XNOR2,0,0,2,1,1,9,84,-0.00018499999999993522,2.66,1.063999999999993,0.000396
c499,_174_,XNOR2,0,0,2,1,2,8,83,0.0,2.66,1.063999999999993,0.000397
c499,_175_,XNOR2,0,0,2,1,1,8,83,0.0,2.66,1.063999999999993,0.000396
c499,_176_,XNOR2,0,0,2,2,3,7,82,0.0,2.66,1.063999999999993,0.000398
c499,_177_,XNOR2,0,0,2,1,1,9,88,0.0,2.66,1.063999999999993,0.000396
c499,_178_,XNOR2,0,0,2,1,1,9,88,0.0,2.66,1.063999999999993,0.000396
c499,_179_,XNOR2,0,0,2,2,2,8,87,0.00031500000000006523,2.66,1.063999999999993,0.000397
c499,_180_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_181_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_182_,XNOR2,0,0,2,2,2,8,88,0.0,2.66,1.063999999999993,0.000397
c499,_183_,XOR2,0,0,2,2,3,7,82,-0.0027537499999999437,2.394,0.7980000000000018,0.000399
c499,_184_,XOR2,0,0,2,3,4,6,59,0.0,2.394,0.7980000000000018,0.000401
c499,_185_,NAND2,0,0,2,2,5,5,19,-7.374999999998355e-05,1.33,0.5320000000000107,0.0004
c499,_186_,NAND2,0,0,2,1,1,9,83,0.0,1.33,0.5320000000000107,0.000396
c499,_187_,XNOR2,0,0,2,1,1,9,83,0.0,2.66,1.063999999999993,0.000396
c499,_188_,XNOR2,0,0,2,1,2,8,82,0.0,2.66,1.063999999999993,0.000397
c499,_189_,XNOR2,0,0,2,1,1,8,82,0.0,2.66,1.063999999999993,0.000396
c499,_190_,XNOR2,0,0,2,1,3,7,81,0.0,2.66,1.063999999999993,0.000398
c499,_191_,XNOR2,1,16,2,1,3,7,81,-0.0004024999999999723,2.66,1.063999999999993,0.000399
c499,_192_,XNOR2,1,16,2,10,4,6,80,0.0010775000000000645,2.66,1.063999999999993,0.0004
c499,_193_,OR2,0,0,2,1,6,4,9,-0.002138749999999967,1.33,0.26600000000001955,0.000399
c499,_194_,NAND2,0,0,2,1,1,9,80,0.0,1.33,0.5320000000000107,0.000396
c499,_195_,XNOR2,0,0,2,1,1,9,80,-0.00016874999999993978,2.66,1.063999999999993,0.000396
c499,_196_,XNOR2,0,0,2,1,2,8,79,0.0,2.66,1.063999999999993,0.000397
c499,_197_,XNOR2,0,0,2,1,1,8,79,0.0,2.66,1.063999999999993,0.000396
c499,_198_,XNOR2,0,0,2,2,3,7,78,0.0,2.66,1.063999999999993,0.000398
c499,_199_,XOR2,0,0,2,2,3,7,78,-1.2499999999526779e-06,2.394,0.7980000000000018,0.000399
c499,_200_,XOR2,0,0,2,5,4,6,76,0.0,2.394,0.7980000000000018,0.000401
c499,_201_,NAND2,0,0,2,1,1,9,84,0.0,1.33,0.5320000000000107,0.000396
c499,_202_,XNOR2,0,0,2,1,1,9,84,0.0,2.66,1.063999999999993,0.000396
c499,_203_,XNOR2,0,0,2,1,2,8,83,0.0,2.66,1.063999999999993,0.000397
c499,_204_,XNOR2,0,0,2,1,1,8,83,0.0,2.66,1.063999999999993,0.000396
c499,_205_,XNOR2,0,0,2,2,3,7,82,0.0,2.66,1.063999999999993,0.000398
c499,_206_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_207_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_208_,XNOR2,0,0,2,2,2,8,88,0.0,2.66,1.063999999999993,0.000397
c499,_209_,XOR2,0,0,2,2,3,7,82,-0.00301124999999991,2.394,0.7980000000000018,0.000399
c499,_210_,XOR2,0,0,2,3,4,6,59,0.00030375000000004704,2.394,0.7980000000000018,0.000401
c499,_211_,NAND2,0,0,2,1,1,9,84,0.0,1.33,0.5320000000000107,0.000396
c499,_212_,XNOR2,0,0,2,1,1,9,84,-0.0005749999999999922,2.66,1.063999999999993,0.000396
c499,_213_,XNOR2,0,0,2,1,2,8,83,0.0,2.66,1.063999999999993,0.000397
c499,_214_,XNOR2,0,0,2,1,1,8,83,0.0,2.66,1.063999999999993,0.000396
c499,_215_,XNOR2,0,0,2,2,3,7,82,0.0,2.66,1.063999999999993,0.000398
c499,_216_,XNOR2,0,0,2,1,1,9,89,0.0,2.66,1.063999999999993,0.000396
c499,_217_,XNOR2,0,16,2,1,1,9,89,0.00024187500000005802,2.66,1.063999999999993,0.000396
c499,_218_,XNOR2,0,16,2,2,2,8,88,0.00024187500000005802,2.66,1.063999999999993,0.000397
c499,_219_,XNOR2,0,0,2,2,3,7,82,-0.0045337499999999475,2.66,1.063999999999993,0.000399
c499,_220_,XOR2,0,0,2,3,4,6,59,-6.249999999763389e-07,2.394,0.7980000000000018,0.000401
c499,_221_,NAND2,0,0,2,1,1,9,80,0.0,1.33,0.5319999999999823,0.000396
c499,_222_,XOR2,0,0,2,1,1,9,80,-0.00033124999999994964,2.394,0.7980000000000018,0.000396
c499,_223_,XNOR2,0,0,2,1,2,8,79,0.0,2.66,1.063999999999993,0.000397
