DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
c7552,_0739_,XNOR2,0,0,2,1,6,10,11,0.0,2.66,1.0639999999999645,0.000963
c7552,_0740_,AOI211,0,0,4,1,8,9,10,0.0,2.394,1.0639999999999645,0.000963
c7552,_0741_,NAND4,0,0,4,1,11,8,9,0.0,2.394,1.0639999999999645,0.000963
c7552,_0742_,OAI21,0,0,3,1,6,10,11,0.0,1.862,0.7980000000000018,0.000963
c7552,_0743_,NOR2,0,0,2,1,7,9,10,0.0,1.33,0.5320000000000391,0.000963
c7552,_0744_,XNOR2,0,0,2,1,7,9,10,0.0,2.66,1.0639999999999645,0.000963
c7552,_0745_,INV,0,0,1,1,1,10,11,0.0,0.798,0.2659999999999627,0.000962
c7552,_0746_,NOR3,0,0,3,1,7,10,11,0.0,1.862,0.7980000000000018,0.000962
c7552,_0747_,AOI211,0,0,4,1,8,9,10,0.0,2.394,1.0639999999999645,0.000963
c7552,_0748_,NAND4,0,0,4,1,9,8,9,0.0,2.394,1.0639999999999645,0.000963
c7552,_0749_,NOR3,0,2,3,2,12,7,8,0.00011603773584911714,1.862,0.7980000000000018,0.000962
c7552,_0750_,NAND4,0,2,4,1,13,6,6,-0.000721886792452775,2.394,1.0639999999999645,0.000963
c7552,_0751_,OAI21,0,2,3,1,14,5,5,-0.00036792452830181066,1.862,0.7980000000000018,0.000963
c7552,_0752_,INV,0,2,1,1,15,4,4,-8.830188679243012e-05,0.798,0.2659999999999627,0.000962
c7552,_0753_,AOI211,0,2,4,1,16,3,3,-4.415094339627057e-05,2.394,1.0639999999999645,0.000963
c7552,_0754_,AOI211,0,0,4,1,12,5,5,-7.54716981021808e-07,2.394,1.0639999999999645,0.000963
c7552,_0755_,INV,0,0,1,2,10,6,6,0.0,0.798,0.2659999999999627,0.000962
c7552,_0756_,OAI22,0,0,4,1,11,5,5,-7.54716981021808e-07,2.394,1.0639999999999645,0.000963
c7552,_0757_,NOR2,0,0,2,1,13,4,4,0.0,1.33,0.5320000000000391,0.000963
