DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b15_C,_3576_,NAND2,0,0,2,7,1,38,3009,0.0,1.33,0.5320000000001528,0.003
b15_C,_3577_,NAND2,0,0,2,4,1,38,3007,-0.001046659242761594,1.33,0.5320000000001528,0.003
b15_C,_3578_,NOR2,0,0,2,4,2,37,2855,0.0,1.33,0.5320000000001528,0.003
b15_C,_3579_,BUF,0,0,1,10,3,36,2822,0.0,1.064,0.26600000000053114,0.003
b15_C,_3580_,NAND2,0,0,2,1,4,34,2534,0.0,1.33,0.5320000000001528,0.003
b15_C,_3581_,INV,0,0,1,10,1,38,3024,6.236080176691416e-07,0.798,0.26599999999962165,0.003
b15_C,_3582_,INV,0,0,1,8,1,38,2981,-0.0008973496659243629,0.798,0.26599999999962165,0.003
b15_C,_3583_,NOR4,0,0,4,4,2,37,2855,-1.1135857436173069e-07,2.394,1.0640000000003056,0.003
b15_C,_3584_,BUF,0,0,1,10,3,36,2812,0.0,1.064,0.26600000000053114,0.003
b15_C,_3585_,OR2,0,0,2,7,1,38,3005,0.0,1.33,0.26599999999962165,0.003
b15_C,_3586_,NOR2,0,0,2,3,2,37,2848,0.0,1.33,0.5320000000001528,0.003
b15_C,_3587_,BUF,0,0,1,10,3,36,2813,0.0,1.064,0.26600000000053114,0.003
b15_C,_3588_,BUF,0,0,1,10,1,38,2931,0.0,1.064,0.26600000000053114,0.003
b15_C,_3589_,BUF,0,0,1,10,1,38,3055,0.0,1.064,0.26600000000053114,0.003
b15_C,_3590_,BUF,1,370,1,10,1,39,3179,0.010283251670378801,1.064,0.26600000000053114,0.003
b15_C,_3591_,NOR2,0,130,2,3,2,38,2920,-0.0014856124721600583,1.33,0.5320000000001528,0.003
b15_C,_3592_,AND3,0,130,3,3,3,37,2848,0.001291759465478881,1.596,0.26599999999962165,0.003
b15_C,_3593_,AOI222,0,0,6,1,4,34,2534,-0.0010319821826278996,3.724,1.5960000000004584,0.003
b15_C,_3594_,NOR3,0,0,3,4,2,37,2855,-0.003040890868596824,1.862,0.7979999999997744,0.003
b15_C,_3595_,BUF,0,0,1,10,3,36,2831,0.0,1.064,0.26600000000053114,0.003
b15_C,_3596_,NOR3,0,0,3,3,2,37,2845,0.0,1.862,0.7979999999997744,0.003
b15_C,_3597_,BUF,0,0,1,10,3,36,2829,0.0,1.064,0.26600000000053114,0.003
b15_C,_3598_,AOI22,0,0,4,1,4,34,2534,0.0,2.394,1.0640000000003056,0.003
b15_C,_3599_,NOR4,0,2,4,4,2,37,2853,-0.003569109131402959,2.394,1.0640000000003056,0.003
b15_C,_3600_,BUF,0,2,1,10,3,36,2786,2.6971046770851714e-05,1.064,0.26600000000053114,0.003
b15_C,_3601_,INV,0,0,1,9,1,38,3016,0.0,0.798,0.26599999999962165,0.003
b15_C,_3602_,AND3,0,0,3,4,3,37,2855,-0.0005091091314028962,1.596,0.26599999999962165,0.003
b15_C,_3603_,NOR2,0,1,2,3,2,38,2857,-0.0030175501113585135,1.33,0.5320000000001528,0.003
b15_C,_3604_,AND2,0,0,2,2,1,38,2857,0.0,1.33,0.26599999999962165,0.003
b15_C,_3605_,AND2,0,1,2,3,3,37,2850,8.84187082395016e-06,1.33,0.26599999999962165,0.003
b15_C,_3606_,BUF,0,1,1,10,4,36,2819,2.777282850807694e-05,1.064,0.26600000000053114,0.003
b15_C,_3607_,AOI222,0,1,6,1,5,34,2534,-1.118040089065353e-05,3.724,1.5960000000004584,0.003
b15_C,_3608_,NAND4,0,1,4,2,6,33,2533,-0.0032794654788417255,2.394,1.0640000000003056,0.003
b15_C,_3609_,NOR3,0,0,3,4,2,37,2851,-0.003040890868596824,1.862,0.7979999999997744,0.003
b15_C,_3610_,BUF,0,0,1,10,3,36,2783,0.0,1.064,0.26600000000053114,0.003
b15_C,_3611_,NAND2,0,0,2,1,4,34,2534,0.0,1.33,0.5320000000001528,0.003
b15_C,_3612_,NOR3,0,0,3,3,2,37,2850,-0.003040890868596824,1.862,0.7979999999997744,0.003
b15_C,_3613_,BUF,0,0,1,10,3,36,2788,0.0,1.064,0.26600000000053114,0.003
b15_C,_3614_,NOR3,0,0,3,4,2,37,2856,1.113585748058199e-07,1.862,0.7979999999997744,0.003
b15_C,_3615_,BUF,0,0,1,10,3,36,2819,-6.681514452822057e-08,1.064,0.26600000000053114,0.003
b15_C,_3616_,AOI22,0,0,4,1,4,34,2534,0.0,2.394,1.0640000000003056,0.003
b15_C,_3617_,NOR3,0,0,3,3,2,37,2847,-0.003040890868596824,1.862,0.7979999999997744,0.003
