DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b07_C,_173_,BUF,1,25,1,10,1,11,152,0.007189795918367381,1.064,0.26599999999999113,0.000133
b07_C,_174_,NAND2,0,0,2,5,2,5,27,-0.002690408163265323,1.33,0.5320000000000107,0.000133
b07_C,_175_,BUF,0,0,1,10,3,3,10,-4.6938775510319e-06,1.064,0.26599999999999113,0.000133
b07_C,_176_,BUF,0,8,1,10,1,11,137,0.004395510204081632,1.064,0.26599999999999113,0.000133
b07_C,_177_,INV,0,8,1,10,2,10,94,0.001561020408163305,0.798,0.26599999999999113,0.000133
b07_C,_178_,OR2,0,1,2,8,3,2,8,0.00011693877551022247,1.33,0.26600000000001955,0.000133
b07_C,_179_,AND3,0,0,3,4,1,8,61,0.0,1.596,0.26599999999999113,0.000133
b07_C,_180_,NOR4,0,16,4,1,1,8,55,0.002877755102040802,2.394,1.063999999999993,0.000133
b07_C,_181_,NAND3,0,16,3,4,2,7,54,-0.004055510204081625,1.862,0.7980000000000018,0.000133
b07_C,_182_,NAND2,0,0,2,1,2,2,1,-0.0007918367346939625,1.33,0.5320000000000107,0.000133
b07_C,_183_,OAI211,0,1,4,0,4,1,0,-0.0018177551020408522,2.394,1.063999999999993,0.000133
b07_C,_184_,NAND2,0,0,2,2,2,5,23,-0.0026891836734694308,1.33,0.5320000000000107,0.000133
b07_C,_185_,OR2,0,0,2,2,3,3,10,0.0,1.33,0.26600000000001955,0.000133
b07_C,_186_,NOR3,0,1,3,1,3,2,1,-0.0027953061224490483,1.862,0.7980000000000018,0.000133
b07_C,_187_,INV,0,3,1,5,2,10,97,-0.002077959183673539,0.798,0.26599999999999113,0.000133
b07_C,_188_,NAND2,0,1,2,2,3,5,20,-0.00010204081632658735,1.33,0.5320000000000107,0.000133
b07_C,_189_,OAI221,0,1,5,0,4,1,0,-0.001055306122449029,2.926,1.329999999999984,0.000133
b07_C,_190_,INV,0,0,1,2,1,6,24,0.0,0.798,0.26599999999999113,0.000133
b07_C,_191_,NOR2,0,0,2,2,2,6,24,-0.0008620408163265703,1.33,0.5320000000000107,0.000133
