DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b04_C,_210_,AOI22,0,0,4,1,1,8,22,0.0,2.394,1.0640000000000214,0.000205
b04_C,_211_,OAI22,0,0,4,1,1,8,22,0.0,2.394,1.0640000000000214,0.000205
b04_C,_212_,NOR2,0,0,2,1,1,10,24,0.0,1.33,0.5319999999999823,0.000204
b04_C,_213_,NAND2,0,0,2,1,1,10,24,0.0,1.33,0.5319999999999823,0.000204
b04_C,_214_,OAI211,0,0,4,1,1,10,24,0.0,2.394,1.0640000000000214,0.000205
b04_C,_215_,AOI21,0,0,3,1,2,9,23,0.0,1.862,0.7980000000000018,0.000205
b04_C,_216_,AOI221,0,0,5,1,3,8,22,0.0,2.926,1.329999999999984,0.000205
b04_C,_217_,OAI21,0,0,3,1,4,7,21,0.0,1.862,0.7980000000000018,0.000205
b04_C,_218_,OAI221,0,0,5,1,5,6,20,0.0,2.926,1.329999999999984,0.000205
b04_C,_219_,NOR2,0,0,2,1,1,7,21,0.0,1.33,0.5319999999999823,0.000204
b04_C,_220_,AOI21,0,0,3,1,2,6,20,0.0,1.862,0.7980000000000018,0.000205
b04_C,_221_,AOI22,0,0,4,2,6,5,19,0.0,2.394,1.0640000000000214,0.000205
b04_C,_222_,BUF,1,6,1,10,1,11,97,0.0019574242424242327,1.064,0.26600000000001955,0.000204
b04_C,_223_,BUF,0,1,1,10,2,9,56,2.6060606060585023e-05,1.064,0.26600000000001955,0.000205
b04_C,_224_,INV,0,9,1,3,1,6,115,2.999999999991898e-05,0.798,0.26600000000001955,0.000204
b04_C,_225_,NOR2,0,1,2,7,2,5,87,4.545454545423766e-06,1.33,0.5319999999999823,0.000204
b04_C,_226_,NAND2,0,0,2,1,3,4,13,-0.0001836363636364413,1.33,0.5319999999999823,0.000205
b04_C,_227_,INV,0,0,1,3,1,5,45,0.0,0.798,0.26600000000001955,0.000204
b04_C,_228_,INV,0,0,1,2,1,6,48,0.0,0.798,0.26600000000001955,0.000204
b04_C,_229_,NAND2,0,0,2,3,2,5,30,-0.0006378787878788539,1.33,0.5319999999999823,0.000204
b04_C,_230_,OR4,0,0,4,2,3,4,18,-1.4848484848506427e-05,1.862,0.26600000000001955,0.000205
b04_C,_231_,NAND2,0,0,2,2,1,5,20,-2.424242424248213e-06,1.33,0.5319999999999823,0.000204
b04_C,_232_,NAND2,0,0,2,2,1,6,25,0.0,1.33,0.5319999999999823,0.000204
b04_C,_233_,AOI22,0,0,4,1,1,10,25,-0.0001442424242424356,2.394,1.0640000000000214,0.000205
b04_C,_234_,OAI22,0,2,4,1,1,10,25,-5.6969696969721983e-05,2.394,1.0640000000000214,0.000205
b04_C,_235_,NOR2,0,2,2,1,2,9,24,-0.00022818181818184957,1.33,0.5319999999999823,0.000205
