DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
c2670,_207_,INV,0,0,1,2,1,3,6,0.0,0.798,0.26600000000001955,0.000233
c2670,_208_,BUF,0,3,1,10,1,9,50,0.0015132653061224743,1.064,0.26600000000001955,0.000233
c2670,_209_,MUX2,0,0,3,1,2,8,15,-0.00043469387755101785,2.394,0.5319999999999823,0.000234
c2670,_210_,MUX2,0,1,3,1,2,8,15,-0.00044122448979588835,2.394,0.5319999999999823,0.000234
c2670,_211_,MUX2,0,1,3,3,3,7,14,0.00015979591836740026,2.394,0.5319999999999823,0.000234
c2670,_212_,MUX2,0,0,3,1,2,8,15,-0.0010367346938775224,2.394,0.5319999999999823,0.000234
c2670,_213_,MUX2,0,1,3,1,2,8,15,-0.0010565306122448381,2.394,0.5319999999999823,0.000234
c2670,_214_,MUX2,0,1,3,3,3,7,14,0.00013265306122450804,2.394,0.5319999999999823,0.000234
c2670,_215_,MUX2,0,0,3,1,1,10,47,-0.00032428571428569364,2.394,0.5319999999999823,0.000234
c2670,_216_,MUX2,0,1,3,1,1,10,47,-0.00033102040816324063,2.394,0.5319999999999823,0.000234
c2670,_217_,MUX2,0,1,3,5,2,9,46,0.0001871428571428857,2.394,0.5319999999999823,0.000234
c2670,_218_,XNOR2,0,0,2,1,4,4,5,-0.00021653061224488623,2.66,1.0640000000000214,0.000235
c2670,_219_,XNOR2,0,0,2,2,5,3,4,-9.428571428568566e-05,2.66,1.0640000000000214,0.000236
c2670,_220_,MUX2,0,0,3,1,2,7,22,-0.0001077551020408074,2.394,0.5319999999999823,0.000234
c2670,_221_,MUX2,0,0,3,1,2,7,22,-0.0001077551020408074,2.394,0.5319999999999823,0.000234
c2670,_222_,MUX2,0,0,3,4,3,6,21,0.0,2.394,0.5319999999999823,0.000234
c2670,_223_,MUX2,0,0,3,1,2,6,7,-0.0001077551020408074,2.394,0.5319999999999823,0.000234
c2670,_224_,MUX2,0,0,3,1,2,6,7,-0.0001077551020408074,2.394,0.5319999999999823,0.000234
c2670,_225_,MUX2,0,0,3,1,3,5,6,0.0,2.394,0.5319999999999823,0.000234
c2670,_226_,XOR2,0,0,2,1,4,4,5,0.0,2.394,0.7980000000000018,0.000235
c2670,_227_,MUX2,0,0,3,1,1,8,23,-5.775510204081291e-05,2.394,0.5319999999999823,0.000234
