DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b03_C,_050_,BUF,0,10,1,10,1,2,10,0.008410344827586208,1.064,0.26599999999999113,3.57e-05
b03_C,_051_,MUX2,0,1,3,0,2,1,0,-0.0011582758620689304,2.394,0.5320000000000107,3.6e-05
b03_C,_052_,MUX2,0,1,3,0,2,1,0,-0.0011582758620689304,2.394,0.5320000000000107,3.6e-05
b03_C,_053_,INV,0,0,1,2,1,6,37,0.0,0.798,0.26600000000000534,3.56e-05
b03_C,_054_,INV,0,0,1,4,1,6,32,0.0,0.798,0.26600000000000534,3.56e-05
b03_C,_055_,OAI21,0,0,3,2,2,5,30,-0.0005641379310344641,1.862,0.7979999999999876,3.6e-05
b03_C,_056_,INV,1,4,1,1,1,6,31,5.862068965523104e-06,0.798,0.26599999999999113,3.56e-05
b03_C,_057_,NOR3,0,0,3,1,1,6,31,-0.00040137931034481267,1.862,0.7979999999999734,3.57e-05
b03_C,_058_,AOI221,1,4,5,2,2,5,30,0.0005641379310344918,2.926,1.329999999999984,3.61e-05
b03_C,_059_,INV,0,8,1,2,1,6,31,0.00017655172413794107,0.798,0.26599999999999113,3.56e-05
b03_C,_060_,OR3,0,8,3,2,2,5,30,0.0021703448275862125,1.596,0.26599999999999113,3.58e-05
b03_C,_061_,AOI211,0,7,4,3,3,4,25,-0.0027389655172413707,2.394,1.063999999999993,3.61e-05
b03_C,_062_,BUF,0,7,1,10,4,3,20,0.002746896551724165,1.064,0.26599999999999113,3.58e-05
b03_C,_063_,NAND2,0,1,2,1,5,2,1,-0.0013727586206896403,1.33,0.5319999999999823,3.57e-05
b03_C,_064_,AOI21,1,5,3,2,3,4,15,-0.00222620689655173,1.862,0.7979999999999734,3.62e-05
b03_C,_065_,INV,0,4,1,1,1,5,21,1.0344827586189487e-05,0.798,0.26599999999999113,3.56e-05
b03_C,_066_,NOR3,0,0,3,1,1,5,21,-0.00020689655172415056,1.862,0.7980000000000018,3.57e-05
b03_C,_067_,AOI21,0,4,3,7,2,4,20,0.002444827586206899,1.862,0.7980000000000018,3.6e-05
b03_C,_068_,OR2,1,4,2,3,4,3,13,-0.0004834482758620806,1.33,0.26599999999999113,3.61e-05
b03_C,_069_,BUF,1,4,1,10,5,2,10,0.0002917241379310209,1.064,0.26599999999999113,3.6e-05
b03_C,_070_,INV,0,0,1,2,1,2,2,0.0,0.798,0.26599999999999113,3.56e-05
b03_C,_071_,OAI21,0,1,3,0,6,1,0,-0.0005089655172413887,1.862,0.7979999999999734,3.61e-05
b03_C,_072_,NAND2,0,1,2,1,5,2,1,-0.0013727586206896403,1.33,0.5319999999999823,3.57e-05
b03_C,_073_,INV,0,0,1,2,1,2,2,0.0,0.798,0.26599999999999113,3.56e-05
b03_C,_074_,OAI21,0,1,3,0,6,1,0,-0.0005089655172413887,1.862,0.7980000000000018,3.61e-05
b03_C,_075_,NAND2,0,1,2,1,5,2,1,-0.0013727586206896403,1.33,0.5320000000000107,3.57e-05
b03_C,_076_,INV,0,0,1,2,1,2,2,0.0,0.798,0.26600000000001955,3.56e-05
b03_C,_077_,OAI21,0,1,3,0,6,1,0,-0.0005089655172413887,1.862,0.7980000000000018,3.61e-05
b03_C,_078_,NAND2,0,1,2,1,5,2,1,-0.0013717241379310463,1.33,0.5320000000000107,3.57e-05
b03_C,_079_,OAI21,0,1,3,9,4,2,9,-0.001323448275862088,1.862,0.7980000000000018,3.6e-05
b03_C,_080_,INV,0,0,1,2,1,2,2,0.0,0.798,0.26600000000001955,3.56e-05
b03_C,_081_,OAI221,0,1,5,0,6,1,0,-0.0010982758620689814,2.926,1.3300000000000125,3.67e-05
b03_C,_082_,NAND2,0,1,2,1,5,2,1,-0.0013717241379310463,1.33,0.5320000000000107,3.57e-05
b03_C,_083_,INV,0,0,1,2,1,2,2,0.0,0.798,0.26600000000001955,3.56e-05
b03_C,_084_,OAI221,0,1,5,0,6,1,0,-0.0010982758620689814,2.926,1.3300000000000125,3.67e-05
b03_C,_085_,NAND2,0,1,2,1,5,2,1,-0.0013717241379310463,1.33,0.5320000000000107,3.57e-05
b03_C,_086_,INV,0,0,1,2,1,2,2,0.0,0.798,0.26600000000001955,3.56e-05
b03_C,_087_,OAI221,0,1,5,0,6,1,0,-0.0010982758620689814,2.926,1.3300000000000125,3.67e-05
b03_C,_088_,NAND2,0,0,2,1,5,2,1,-0.0013786206896551911,1.33,0.5320000000000107,3.57e-05
