DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b06_C,_20_,INV,0,1,1,4,1,3,10,0.000871250000000004,0.798,0.2660000000000018,9.81e-06
b06_C,_21_,NOR2,0,0,2,1,2,2,1,-0.0007124999999999909,1.33,0.5319999999999965,9.95e-06
b06_C,_22_,NOR2,1,4,2,4,1,3,8,0.006043750000000014,1.33,0.5319999999999965,9.85e-06
b06_C,_23_,NOR2,0,1,2,2,2,2,2,-0.004743750000000005,1.33,0.5319999999999965,9.98e-06
b06_C,_24_,NOR2,0,2,2,2,1,3,4,0.0005387500000000045,1.33,0.5319999999999965,9.85e-06
b06_C,_25_,OAI22,0,1,4,0,3,1,0,-0.0029812500000000047,2.394,1.064,1.04e-05
b06_C,_26_,INV,0,0,1,3,1,3,7,0.0,0.798,0.26599999999999824,9.81e-06
b06_C,_27_,INV,0,0,1,2,1,3,5,-0.00013124999999999942,0.798,0.26600000000000534,9.81e-06
b06_C,_28_,NAND4,0,1,4,2,2,2,2,-0.0007099999999999884,2.394,1.064,1.01e-05
b06_C,_29_,OAI21,0,1,3,1,2,2,1,-0.004333749999999997,1.862,0.7979999999999947,1e-05
b06_C,_30_,INV,0,0,1,3,1,3,7,-0.0004537499999999889,0.798,0.26599999999999824,9.81e-06
b06_C,_31_,NAND3,0,0,3,1,2,2,1,-0.0001662499999999928,1.862,0.7980000000000018,9.96e-06
b06_C,_32_,NAND3,0,1,3,0,3,1,0,-0.0014987499999999931,1.862,0.7980000000000018,1.03e-05
b06_C,_33_,OAI21,0,2,3,2,2,2,2,-0.0021524999999999878,1.862,0.7980000000000018,1.01e-05
b06_C,_34_,NAND3,0,0,3,2,2,2,2,-0.0007487499999999925,1.862,0.7980000000000018,1.01e-05
b06_C,_35_,OAI21,0,1,3,0,3,1,0,-0.001574999999999993,1.862,0.7980000000000018,1.02e-05
b06_C,_36_,XOR2,0,1,2,1,1,2,1,-0.0005899999999999933,2.394,0.7980000000000018,1.03e-05
b06_C,_37_,NAND3,0,0,3,2,1,3,3,-0.0008012499999999895,1.862,0.7980000000000018,9.87e-06
b06_C,_38_,OAI21,0,0,3,1,2,2,1,-0.0007650000000000018,1.862,0.7980000000000018,1.01e-05
b06_C,_39_,NAND2,0,1,2,0,3,1,0,-0.00043124999999999414,1.33,0.5319999999999965,1.02e-05
b06_C,_40_,NAND3,0,0,3,1,2,2,1,-0.0005000000000000004,1.862,0.7980000000000018,9.94e-06
b06_C,_41_,NAND3,0,1,3,0,3,1,0,-0.0012862500000000027,1.862,0.7980000000000018,1.03e-05
b06_C,_42_,AND2,1,1,2,1,2,2,1,-0.0018987499999999907,1.33,0.26599999999999824,9.93e-06
b06_C,_43_,OAI21,1,1,3,0,3,1,0,-0.0011512499999999926,1.862,0.7980000000000018,1.01e-05
b06_C,_44_,NAND2,0,1,2,0,3,1,0,-0.0017612500000000059,1.33,0.5319999999999965,1e-05
b06_C,_45_,NAND3,0,1,3,1,2,2,1,-0.005643749999999989,1.862,0.7980000000000018,1e-05
b06_C,_46_,NOR3,0,0,3,1,2,2,1,-0.0008487499999999953,1.862,0.7980000000000018,1.02e-05
b06_C,_47_,OAI21,0,1,3,0,3,1,0,-0.0005962499999999926,1.862,0.7980000000000018,1.01e-05
