DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
c880,_139_,INV,0,0,1,1,1,2,1,0.0,0.798,0.26599999999999113,0.000104
c880,_140_,NAND3,1,10,3,2,1,12,98,0.0013765384615384846,1.862,0.7980000000000018,0.000104
c880,_141_,NOR2,0,1,2,0,2,1,0,-0.002345769230769207,1.33,0.5320000000000107,0.000104
c880,_142_,AND3,0,1,3,0,1,1,0,0.00010961538461540243,1.596,0.26599999999999113,0.000104
c880,_143_,XNOR2,0,0,2,1,1,12,97,-0.0005680769230769489,2.66,1.063999999999993,0.000105
c880,_144_,NAND3,0,1,3,2,1,12,107,-0.00045461538461538664,1.862,0.7980000000000018,0.000104
c880,_145_,NAND2,0,0,2,2,1,12,102,-0.000128461538461494,1.33,0.5320000000000107,0.000104
c880,_146_,AND3,0,0,3,1,1,12,97,-8.653846153844347e-05,1.596,0.26599999999999113,0.000104
c880,_147_,INV,0,0,1,1,1,12,97,-5.153846153843622e-05,0.798,0.26599999999999113,0.000104
c880,_149_,NAND2,1,8,2,1,3,10,37,-0.0032888461538461145,1.33,0.5320000000000107,0.000104
c880,_150_,INV,0,0,1,2,1,11,91,0.0,0.798,0.26599999999999113,0.000104
c880,_151_,INV,0,1,1,2,2,1,100,-6.961538461533467e-05,0.798,0.26599999999999113,0.000104
c880,_152_,AND4,0,0,4,2,3,11,91,-9.730769230770209e-05,1.862,0.26599999999999113,0.000104
c880,_153_,NAND3,0,0,3,4,4,10,61,0.0,1.862,0.7980000000000018,0.000104
c880,_154_,INV,0,0,1,1,1,11,62,-0.0007019230769230722,0.798,0.26599999999999113,0.000104
c880,_155_,AND2,0,0,2,2,3,11,95,-7.423076923077088e-05,1.33,0.26600000000001955,0.000104
c880,_156_,AOI21,0,0,3,4,4,10,61,-0.0004988461538461275,1.862,0.7980000000000018,0.000105
c880,_157_,INV,0,0,1,1,1,10,37,0.0,0.798,0.26599999999999113,0.000104
c880,_158_,OAI211,1,8,4,4,5,9,36,0.00018038461538461004,2.394,1.063999999999993,0.000105
c880,_159_,NAND2,0,0,2,1,6,4,3,-0.0017519230769230953,1.33,0.5320000000000107,0.000105
c880,_160_,AND4,0,2,4,3,1,6,31,0.00032999999999999696,1.862,0.26599999999999113,0.000104
c880,_161_,AND4,0,0,4,1,1,6,29,-7.230769230764933e-05,1.862,0.26599999999999113,0.000104
c880,_162_,AND3,0,0,3,8,2,5,28,-0.0002215384615384397,1.596,0.26599999999999113,0.000104
c880,_163_,AOI222,0,0,6,1,3,4,3,0.0,3.724,1.5959999999999752,0.000105
c880,_164_,NAND2,0,0,2,1,7,3,2,0.0,1.33,0.5319999999999823,0.000105
c880,_165_,AND2,0,1,2,2,6,4,4,-0.00048192307692307423,1.33,0.26600000000001955,0.000105
c880,_166_,NOR2,0,0,2,3,6,8,31,-0.0016276923076922745,1.33,0.5319999999999823,0.000105
