DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b17_C,_11108_,INV,0,0,1,1,1,3,2,0.0,0.798,0.26600000000144064,0.00839
b17_C,_11101_,NOR4,0,34,4,1,1,7,124,0.00022421453287191362,2.394,1.0640000000003056,0.00839
b17_C,_11106_,INV,0,2,1,1,5,1,1,-2.267820069201676e-05,0.798,0.26600000000144064,0.00839
b17_C,_11102_,NOR2,0,0,2,1,1,7,124,0.0,1.33,0.5319999999992433,0.00839
b17_C,_11110_,NAND3,0,1,3,0,6,1,0,-5.238754325231909e-06,1.862,0.797999999998865,0.00839
b17_C,_11104_,NOR2,0,34,2,6,3,3,37,0.0003925743944634963,1.33,0.5319999999992433,0.00839
b17_C,_11109_,NOR4,0,0,4,1,2,2,1,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11111_,OR4,0,34,4,1,1,12,684,0.00022957093425612918,1.862,0.26599999999962165,0.00839
b17_C,_11105_,BUF,0,11,1,10,4,2,11,9.399307958468661e-05,1.064,0.26599999999962165,0.00839
b17_C,_11107_,NOR4,0,0,4,1,1,2,1,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11103_,NAND4,0,34,4,3,2,6,123,-0.0002996470588234601,2.394,1.0640000000003056,0.00839
b17_C,_11112_,NOR4,0,34,4,1,2,11,683,8.47058823529867e-05,2.394,1.0640000000003056,0.00839
b17_C,_11113_,NOR4,0,0,4,1,1,11,683,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11114_,NOR3,0,0,3,1,1,11,683,0.0,1.862,0.797999999998865,0.00839
b17_C,_11115_,NOR4,0,0,4,1,1,12,684,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11116_,NOR4,0,0,4,1,1,12,684,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11117_,NOR4,0,0,4,1,1,12,684,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11118_,NOR3,0,0,3,1,1,12,684,0.0,1.862,0.797999999998865,0.00839
b17_C,_11119_,AND4,0,0,4,1,2,11,683,0.0,1.862,0.26599999999962165,0.00839
b17_C,_11122_,BUF,0,34,1,10,5,8,588,0.0005404844290659572,1.064,0.26599999999962165,0.00839
b17_C,_11120_,NAND4,0,34,4,7,3,10,682,-8.079584775089188e-05,2.394,1.0640000000003056,0.00839
b17_C,_11121_,NAND2,0,34,2,2,4,9,665,-0.0001083252595155404,1.33,0.5319999999992433,0.00839
b17_C,_11123_,BUF,0,34,1,10,6,7,399,0.0006289550173010916,1.064,0.26599999999962165,0.00839
b17_C,_11124_,NOR4,0,0,4,1,1,7,89,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11125_,NOR2,0,0,2,1,1,7,89,0.0,1.33,0.5319999999992433,0.00839
b17_C,_11126_,NAND4,0,0,4,1,2,6,88,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11127_,NOR2,0,34,2,9,7,5,87,0.00019865051903122932,1.33,0.5319999999992433,0.00839
b17_C,_11128_,BUF,0,0,1,10,8,3,20,-3.444290657439453e-05,1.064,0.26599999999962165,0.00839
b17_C,_11129_,NOR4,0,0,4,1,1,10,592,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11130_,NOR4,0,0,4,1,1,10,592,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11131_,NOR3,0,0,3,1,1,10,592,0.0,1.862,0.797999999998865,0.00839
b17_C,_11132_,NOR4,0,0,4,1,1,10,592,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11133_,NAND4,0,0,4,1,2,9,591,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11134_,NOR2,0,0,2,1,1,10,592,0.0,1.33,0.5319999999992433,0.00839
b17_C,_11135_,NOR4,0,0,4,1,1,10,592,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11136_,NOR4,0,0,4,1,1,10,592,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11137_,NOR4,0,0,4,1,1,10,592,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11138_,NAND4,0,0,4,1,2,9,591,0.0,2.394,1.0640000000003056,0.00839
b17_C,_11139_,OAI21,0,0,3,7,3,8,590,0.0,1.862,0.797999999998865,0.00839
b17_C,_11140_,BUF,0,0,1,10,4,7,478,0.0,1.064,0.26599999999962165,0.00839
b17_C,_11141_,BUF,0,0,1,10,5,6,143,0.0,1.064,0.26599999999962165,0.00839
b17_C,_11142_,NOR2,0,0,2,1,6,5,68,-0.00015824221453275555,1.33,0.5319999999992433,0.00839
b17_C,_11143_,NOR2,0,2,2,5,8,4,67,-6.819377162625706e-05,1.33,0.5319999999992433,0.00839
b17_C,_11144_,BUF,0,0,1,10,9,3,20,-6.698961937612324e-06,1.064,0.26599999999962165,0.00839
b17_C,_11145_,AOI22,0,0,4,1,10,2,1,-2.7197231833975266e-05,2.394,1.0640000000003056,0.00839
b17_C,_11146_,NOR3,0,31,3,2,8,4,55,-8.488581314880506e-05,1.862,0.797999999998865,0.00839
b17_C,_11147_,BUF,0,21,1,10,9,3,33,0.00014833910034606212,1.064,0.26599999999962165,0.00839
b17_C,_11148_,INV,0,12,1,5,10,2,14,1.0608996539929194e-05,0.798,0.26600000000144064,0.00839
b17_C,_11149_,BUF,0,10,1,9,11,1,9,7.738408304502897e-05,1.064,0.26599999999962165,0.00839
b17_C,_11150_,INV,0,0,1,3,1,4,36,0.0,0.798,0.26600000000144064,0.00839
b17_C,_11151_,OAI21,0,1,3,0,12,1,0,-1.2290657439351094e-05,1.862,0.797999999998865,0.00839
b17_C,_11152_,BUF,0,0,1,10,9,3,20,-9.74394463670869e-06,1.064,0.26599999999962165,0.00839
b17_C,_11153_,NAND2,0,0,2,1,10,2,1,0.0,1.33,0.5319999999992433,0.00839
b17_C,_11154_,BUF,0,0,1,10,8,3,20,-3.444290657439453e-05,1.064,0.26599999999962165,0.00839
b17_C,_11155_,BUF,0,10,1,10,9,3,20,-2.875432525950572e-05,1.064,0.26599999999962165,0.00839
b17_C,_11156_,AOI22,0,1,4,1,10,2,1,-2.8519031141760465e-05,2.394,1.0640000000003056,0.00839
b17_C,_11157_,NAND2,0,1,2,0,11,1,0,-2.7889273355174993e-06,1.33,0.5319999999992433,0.00839
b17_C,_11158_,NAND2,0,0,2,1,10,2,1,0.0,1.33,0.5319999999992433,0.00839
b17_C,_11159_,AOI22,0,1,4,1,10,2,1,-2.8519031141760465e-05,2.394,1.0640000000003056,0.00839
b17_C,_11160_,NAND2,0,1,2,0,11,1,0,-2.7889273355174993e-06,1.33,0.5319999999992433,0.00839
b17_C,_11161_,BUF,0,2,1,10,9,3,20,1.7577854671824156e-06,1.064,0.26599999999962165,0.00839
b17_C,_11162_,AOI22,0,0,4,1,10,2,1,-6.1038062282303684e-06,2.394,1.0640000000003056,0.00839
b17_C,_11163_,INV,0,0,1,1,1,2,1,0.0,0.798,0.26600000000144064,0.00839
b17_C,_11164_,OAI21,0,1,3,0,12,1,0,-1.2290657439351094e-05,1.862,0.797999999998865,0.00839
b17_C,_11165_,AOI22,0,0,4,1,10,2,1,-6.1038062282303684e-06,2.394,1.0640000000003056,0.00839
b17_C,_11166_,INV,0,0,1,1,1,2,1,0.0,0.798,0.26600000000144064,0.00839
b17_C,_11167_,OAI21,0,1,3,0,12,1,0,-1.2290657439351094e-05,1.862,0.797999999998865,0.00839
b17_C,_11168_,NAND2,0,0,2,1,10,2,1,0.0,1.33,0.5319999999992433,0.00839
b17_C,_11169_,AOI22,0,1,4,1,10,2,1,-2.8519031141760465e-05,2.394,1.0640000000003056,0.00839
