DESIGN,CELL,LOGIC-TYPE,PATH-OCURENCE,PATHS-OCURENCE,FA-IN,FA-OUT,LOGIC-LEVEL,DEEP,LOADED-CELLS,DIF-ARRIVAL,CELL-AREA,COST-AREA,POWER
b21_C,_4627_,BUF,0,1,1,10,3,5,79,3.341796875000469e-05,1.064,0.26600000000053114,0.00801
b21_C,_4630_,BUF,0,0,1,10,1,7,105,-9.57031250026219e-07,1.064,0.26600000000053114,0.00801
b21_C,_4628_,BUF,0,1,1,10,4,3,23,4.50976562498262e-05,1.064,0.26600000000053114,0.00801
b21_C,_4626_,BUF,0,1,1,10,2,6,121,3.388671874993143e-05,1.064,0.26600000000053114,0.00801
b21_C,_4633_,BUF,0,5,1,10,1,35,2219,8.027343749938964e-06,1.064,0.26600000000053114,0.00801
b21_C,_4631_,CLKBUF,0,0,1,10,2,5,40,3.906249990137667e-08,1.064,0.26600000000053114,0.00801
b21_C,_4623_,XNOR2,0,1,2,0,1,1,0,1.8945312498797051e-06,2.66,1.0640000000003056,0.00802
b21_C,_4625_,INV,0,1,1,2,1,7,168,3.378906249906777e-06,0.798,0.26599999999962165,0.00801
b21_C,_4629_,BUF,0,1,1,9,5,1,9,3.419921874980858e-05,1.064,0.26600000000053114,0.00801
b21_C,_4632_,CLKBUF,0,0,1,10,3,2,10,0.0,1.064,0.26600000000053114,0.00801
b21_C,_4624_,XNOR2,0,1,2,0,1,1,0,-9.14062500001478e-06,2.66,1.0640000000003056,0.00802
b21_C,_4634_,BUF,0,0,1,10,2,33,1747,-2.3906250000038654e-05,1.064,0.26600000000053114,0.00801
b21_C,_4635_,OR2,0,0,2,2,1,36,2122,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4636_,OR3,0,0,3,1,1,36,2121,7.812499980275334e-08,1.596,0.26599999999962165,0.00801
b21_C,_4637_,OR4,0,196,4,3,1,36,2193,0.005148984374999888,1.862,0.26600000000053114,0.00801
b21_C,_4638_,NOR4,0,196,4,3,2,35,2120,0.007591601562499939,2.394,1.0640000000003056,0.00801
b21_C,_4640_,NOR2,0,0,2,3,1,35,2079,1.9531249950688334e-08,1.33,0.5320000000001528,0.00801
b21_C,_4639_,BUF,0,98,1,10,3,34,1669,0.0007474804687497283,1.064,0.26600000000053114,0.00801
b21_C,_4641_,NOR3,0,0,3,2,1,35,2037,0.0,1.862,0.7979999999997744,0.00801
b21_C,_4642_,NOR2,0,0,2,1,1,35,2010,1.9531249950688334e-08,1.33,0.5320000000001528,0.00801
b21_C,_4643_,AND3,0,0,3,8,2,34,2009,0.0,1.596,0.26599999999962165,0.00801
b21_C,_4644_,NOR2,0,0,2,2,1,35,1910,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4645_,NOR4,0,0,4,2,1,35,1910,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4646_,AND2,0,0,2,3,2,34,1715,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4647_,NOR2,0,0,2,1,1,34,803,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4648_,NAND4,0,32,4,2,4,33,802,-0.0006573046875000266,2.394,1.0640000000003056,0.00801
b21_C,_4649_,OAI21,0,32,3,1,5,32,796,-8.437500000013642e-05,1.862,0.7979999999997744,0.00801
b21_C,_4650_,XOR2,0,32,2,8,6,31,795,0.00022250000000001435,2.394,0.7980000000006839,0.00802
b21_C,_4651_,NAND2,0,0,2,1,5,32,796,-0.0005212109374999052,1.33,0.5320000000001528,0.00801
b21_C,_4653_,NAND3,0,26,3,2,4,33,987,-0.0005087109374999343,1.862,0.7979999999997744,0.00801
b21_C,_4652_,XOR2,0,0,2,7,6,31,795,3.5156250000056843e-06,2.394,0.7980000000006839,0.00802
b21_C,_4654_,OAI21,0,2,3,1,5,32,794,-0.0006727734375000516,1.862,0.7979999999997744,0.00801
b21_C,_4655_,XOR2,0,2,2,8,6,31,793,8.816406249989583e-05,2.394,0.7980000000006839,0.00802
b21_C,_4656_,NOR3,0,32,3,3,7,30,701,-0.00016789062500000007,1.862,0.7979999999997744,0.00802
b21_C,_4657_,BUF,0,32,1,10,8,29,681,0.00022246093749989093,1.064,0.26600000000053114,0.00801
b21_C,_4658_,BUF,0,0,1,10,3,30,1320,0.0,1.064,0.26600000000053114,0.00801
b21_C,_4659_,NAND2,0,24,2,2,5,29,698,-0.00011828125000001855,1.33,0.5320000000001528,0.00801
b21_C,_4660_,XOR2,0,24,2,6,6,27,626,0.0007661914062500053,2.394,0.7980000000006839,0.00802
b21_C,_4661_,BUF,0,24,1,10,7,16,543,0.0008607812500001089,1.064,0.26600000000053114,0.00802
b21_C,_4662_,NAND2,0,0,2,4,9,7,64,-0.00039894531249995424,1.33,0.5320000000001528,0.00802
b21_C,_4663_,NOR4,0,0,4,2,1,35,1717,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4664_,NAND4,0,21,4,2,3,33,1452,-0.006506152343750182,2.394,1.0640000000003056,0.00801
b21_C,_4665_,OAI21,0,21,3,2,4,32,1446,0.0002875976562499716,1.862,0.7979999999997744,0.00801
b21_C,_4666_,XNOR2,0,21,2,10,5,31,1305,-0.0011158007812499537,2.66,1.0640000000003056,0.00802
b21_C,_4667_,NAND2,0,0,2,2,4,32,1374,-0.0011928320312502017,1.33,0.5320000000001528,0.00801
b21_C,_4668_,XNOR2,0,0,2,9,5,31,1259,4.667968749982876e-06,2.66,1.0640000000003056,0.00802
b21_C,_4669_,NOR2,0,21,2,7,6,30,1241,0.0008819140625000443,1.33,0.5320000000001528,0.00802
b21_C,_4670_,BUF,0,21,1,10,7,29,1193,0.0005916015624998217,1.064,0.26600000000053114,0.00802
b21_C,_4671_,BUF,0,16,1,10,8,24,896,0.0004981445312499666,1.064,0.26600000000053114,0.00802
b21_C,_4672_,BUF,0,16,1,10,9,22,691,0.000597343749999979,1.064,0.26600000000053114,0.00802
b21_C,_4673_,BUF,0,16,1,10,10,19,547,0.0005800195312499756,1.064,0.26600000000053114,0.00802
b21_C,_4674_,BUF,0,16,1,10,11,13,256,0.0006067187499998461,1.064,0.26600000000053114,0.00802
b21_C,_4675_,NAND2,0,0,2,1,2,32,1093,-4.226562500009301e-05,1.33,0.5320000000001528,0.00801
b21_C,_4676_,NAND2,0,0,2,1,2,32,1093,-4.226562500009301e-05,1.33,0.5320000000001528,0.00801
b21_C,_4677_,INV,0,0,1,3,1,34,1241,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4678_,NOR2,0,0,2,3,1,34,1251,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4679_,AND4,0,16,4,1,4,32,1093,-0.0002350976562499607,1.862,0.26600000000053114,0.00801
b21_C,_4680_,INV,0,0,1,5,2,32,1470,-4.074218750016456e-05,0.798,0.26599999999962165,0.00801
b21_C,_4681_,OAI211,0,16,4,2,5,31,1092,8.593749999996625e-05,2.394,1.0640000000003056,0.00802
b21_C,_4682_,XNOR2,0,8,2,2,6,30,866,-0.00017056640625012776,2.66,1.0640000000003056,0.00802
b21_C,_4683_,BUF,0,8,1,10,7,29,780,0.00021414062499980346,1.064,0.26600000000053114,0.00802
b21_C,_4684_,NAND4,0,24,4,2,4,33,959,-0.0007053320312500055,2.394,1.0640000000003056,0.00801
b21_C,_4685_,OAI21,0,24,3,2,5,31,939,0.00024455078124985263,1.862,0.7979999999997744,0.00801
b21_C,_4686_,XOR2,0,24,2,8,6,30,787,0.0011841796874998423,2.394,0.7980000000006839,0.00802
b21_C,_4687_,NOR2,0,0,2,4,8,8,192,-0.0004913671875002024,1.33,0.5320000000001528,0.00802
b21_C,_4688_,AOI21,0,16,3,2,12,7,60,-0.0003739257812500618,1.862,0.7979999999997744,0.00802
b21_C,_4689_,NAND2,0,2,2,5,13,6,30,-0.0001156835937501377,1.33,0.5320000000001528,0.00802
b21_C,_4690_,NAND2,0,1,2,0,14,1,0,-1.5761718750173515e-05,1.33,0.5320000000001528,0.00802
b21_C,_4691_,AND2,0,0,2,2,3,3,4,-4.140624999982023e-06,1.33,0.26599999999962165,0.00801
b21_C,_4692_,INV,0,0,1,2,1,31,1089,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4694_,NOR2,0,4,2,2,2,30,1046,3.244140624980574e-05,1.33,0.5320000000001528,0.00801
b21_C,_4693_,NAND3,0,4,3,2,1,31,1089,4.652343750000121e-05,1.862,0.7979999999997744,0.00801
b21_C,_4695_,XOR2,0,0,2,3,3,27,482,-9.910156250003688e-05,2.394,0.7980000000006839,0.00802
b21_C,_4696_,INV,0,0,1,1,7,13,399,-0.00047812500000010694,0.798,0.26599999999962165,0.00802
b21_C,_4697_,NAND3,0,2,3,1,7,13,399,-0.00036322265624999517,1.862,0.7979999999997744,0.00802
b21_C,_4698_,OAI211,0,2,4,4,8,12,398,-8.816406250011788e-05,2.394,1.0640000000003056,0.00802
b21_C,_4699_,NOR2,0,2,2,1,9,11,355,-5.738281249989541e-05,1.33,0.5320000000001528,0.00802
b21_C,_4700_,AOI21,0,2,3,6,10,10,354,-0.0005310156250000198,1.862,0.7979999999997744,0.00802
b21_C,_4701_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4702_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4703_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4704_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4705_,NAND4,0,0,4,1,2,13,360,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4706_,NOR2,0,0,2,1,1,14,361,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4707_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4708_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4709_,NOR4,0,0,4,1,1,14,361,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4710_,NAND4,0,0,4,1,2,13,360,0.0,2.394,1.0640000000003056,0.00801
b21_C,_4711_,NOR2,0,0,2,1,3,12,359,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4712_,NOR2,0,0,2,2,9,11,358,-6.515625000003133e-05,1.33,0.5320000000001528,0.00802
b21_C,_4713_,NAND2,0,0,2,2,7,12,359,-0.00045253906250009024,1.33,0.5320000000001528,0.00802
b21_C,_4714_,OAI21,0,0,3,3,9,11,357,-5.253906250013429e-05,1.862,0.7979999999997744,0.00802
b21_C,_4715_,NOR2,0,0,2,3,10,10,279,-5.078125000057554e-06,1.33,0.5320000000001528,0.00802
b21_C,_4716_,AND2,0,2,2,5,11,9,103,3.949218749998984e-05,1.33,0.26599999999962165,0.00802
b21_C,_4717_,NAND2,0,24,2,4,8,12,440,0.0001477343750000415,1.33,0.5320000000001528,0.00801
b21_C,_4718_,NOR2,0,32,2,5,9,9,242,0.0010401757812499302,1.33,0.5320000000001528,0.00802
b21_C,_4719_,NAND2,0,0,2,2,5,32,853,-0.00041283203125019874,1.33,0.5320000000001528,0.00801
b21_C,_4720_,XOR2,0,0,2,7,6,30,704,3.0273437499950262e-05,2.394,0.7980000000006839,0.00802
b21_C,_4721_,NAND2,0,0,2,5,8,10,253,-0.0005233984375001555,1.33,0.5320000000001528,0.00802
b21_C,_4722_,NOR2,0,0,2,7,9,9,129,-8.30078125013678e-06,1.33,0.5320000000001528,0.00802
b21_C,_4723_,NAND2,0,0,2,2,10,8,88,-0.0005256445312500357,1.33,0.5320000000001528,0.00801
b21_C,_4724_,XOR2,0,8,2,7,6,30,885,-0.00011744140625014055,2.394,0.7980000000006839,0.00802
b21_C,_4725_,XNOR2,0,0,2,9,6,30,772,-0.0006565234375002227,2.66,1.0640000000003056,0.00802
b21_C,_4726_,NAND2,0,0,2,5,7,12,446,-5.0546875000057057e-05,1.33,0.5320000000001528,0.00802
b21_C,_4727_,NAND3,0,0,3,1,4,32,1110,-0.0008720703125000284,1.862,0.7979999999997744,0.00801
b21_C,_4728_,NAND2,0,0,2,2,5,31,1109,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4729_,XNOR2,0,0,2,5,6,30,956,-1.5625000004959588e-07,2.66,1.0640000000003056,0.00802
b21_C,_4730_,NAND2,0,0,2,4,7,28,336,-9.414062500212594e-06,1.33,0.5320000000001528,0.00802
b21_C,_4731_,NOR2,0,0,2,3,8,9,116,0.0,1.33,0.5320000000001528,0.00802
b21_C,_4732_,NAND2,0,0,2,3,10,8,90,-0.000525625000000085,1.33,0.5320000000001528,0.00801
b21_C,_4733_,AOI21,0,0,3,2,12,7,76,-1.8007812500053788e-05,1.862,0.7979999999997744,0.00802
b21_C,_4734_,XNOR2,0,0,2,9,6,28,247,-0.000508925781250058,2.66,1.0640000000003056,0.00802
b21_C,_4735_,BUF,0,0,1,10,7,23,154,0.0,1.064,0.26600000000053114,0.00802
b21_C,_4736_,CLKBUF,0,0,1,10,8,15,117,0.0,1.064,0.26600000000053114,0.00801
b21_C,_4737_,XNOR2,0,0,2,7,6,30,833,4.531249999883968e-06,2.66,1.0640000000003056,0.00802
b21_C,_4738_,XNOR2,0,0,2,2,6,31,754,0.0,2.66,1.0640000000003056,0.00802
b21_C,_4739_,BUF,0,0,1,10,7,30,681,1.7578125000028422e-07,1.064,0.26600000000053114,0.00802
b21_C,_4740_,NOR2,0,0,2,4,8,29,474,-3.105468750153051e-06,1.33,0.5320000000001528,0.00802
b21_C,_4741_,NOR2,0,0,2,2,9,11,292,0.0,1.33,0.5320000000001528,0.00802
b21_C,_4742_,NOR3,0,0,3,1,10,9,78,-0.00013812500000009997,1.862,0.7979999999997744,0.00802
b21_C,_4743_,NOR2,0,0,2,4,7,11,301,-4.650390625005052e-05,1.33,0.5320000000001528,0.00802
b21_C,_4744_,NAND2,0,0,2,3,8,10,146,0.0,1.33,0.5320000000001528,0.00802
b21_C,_4745_,NAND2,0,0,2,3,9,9,102,0.0,1.33,0.5320000000001528,0.00802
b21_C,_4746_,OAI21,0,2,3,1,12,8,77,-1.4101562500146159e-05,1.862,0.7979999999997744,0.00802
b21_C,_4747_,AND2,0,2,2,2,13,7,76,6.835937500060396e-06,1.33,0.26599999999962165,0.00802
b21_C,_4748_,OR2,0,2,2,3,14,6,58,2.5878906249943157e-05,1.33,0.26599999999962165,0.00802
b21_C,_4749_,BUF,0,2,1,10,15,5,49,4.9335937500005755e-05,1.064,0.26600000000053114,0.00802
b21_C,_4750_,NAND2,0,0,2,1,16,4,3,-1.13085937500923e-05,1.33,0.5320000000001528,0.00802
b21_C,_4751_,INV,0,0,1,2,1,34,1549,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4752_,INV,0,0,1,2,1,35,1577,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4753_,AND4,0,0,4,1,2,34,1356,0.0,1.862,0.26600000000053114,0.00801
b21_C,_4754_,NAND4,0,77,4,3,3,33,1355,-0.007394199218750064,2.394,1.0640000000003056,0.00801
b21_C,_4755_,OAI21,0,8,3,2,4,32,1349,-0.001423027343750105,1.862,0.7979999999997744,0.00801
b21_C,_4756_,XNOR2,0,0,2,7,5,31,1311,-0.0008153906250001342,2.66,1.0640000000003056,0.00802
b21_C,_4757_,NAND2,0,69,2,2,4,32,1349,-0.0004184179687500844,1.33,0.5320000000001528,0.00801
b21_C,_4758_,XNOR2,0,0,2,7,5,31,1311,-0.0009525585937502079,2.66,1.0640000000003056,0.00802
b21_C,_4759_,NAND2,0,0,2,6,6,28,677,-4.2578125001302425e-06,1.33,0.5320000000001528,0.00802
b21_C,_4760_,AND2,0,4,2,3,3,29,1003,4.3261718750020606e-05,1.33,0.26599999999962165,0.00801
b21_C,_4762_,OR2,0,0,2,2,7,24,461,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4761_,XNOR2,0,0,2,3,4,25,464,-5.175781250010836e-05,2.66,1.0640000000003056,0.00801
b21_C,_4763_,NOR2,0,0,2,3,6,30,1219,-5.3515625000333245e-06,1.33,0.5320000000001528,0.00802
b21_C,_4764_,BUF,0,0,1,10,7,29,1138,0.0,1.064,0.26600000000053114,0.00802
b21_C,_4765_,XOR2,0,69,2,7,5,31,1304,0.0005036718749997782,2.394,0.7980000000006839,0.00802
b21_C,_4766_,NOR2,0,69,2,3,6,30,1217,-0.0002555273437501171,1.33,0.5320000000001528,0.00802
b21_C,_4767_,BUF,0,69,1,10,7,29,1136,0.0005030273437498511,1.064,0.26600000000053114,0.00802
b21_C,_4768_,XOR2,0,8,2,7,5,30,1310,9.392578125000384e-05,2.394,0.7980000000006839,0.00802
b21_C,_4769_,NOR2,0,3,2,3,6,29,1215,-9.431640625012783e-05,1.33,0.5320000000001528,0.00802
b21_C,_4770_,BUF,0,3,1,10,7,28,1134,6.523437500005613e-05,1.064,0.26600000000053114,0.00802
b21_C,_4771_,AOI222,0,0,6,2,8,24,461,-0.00034410156250030965,3.724,1.5960000000004584,0.00802
b21_C,_4772_,AND2,0,0,2,4,9,23,31,-5.429687500058122e-06,1.33,0.26599999999962165,0.00802
b21_C,_4773_,XNOR2,0,0,2,5,5,30,1136,-0.0007010546875001467,2.66,1.0640000000003056,0.00802
b21_C,_4774_,BUF,0,0,1,10,6,8,222,0.0,1.064,0.26600000000053114,0.00802
b21_C,_4775_,AND2,0,0,2,2,10,7,75,-0.0002668750000001108,1.33,0.26599999999962165,0.00801
b21_C,_4776_,NAND3,0,0,3,7,12,5,46,-1.9843750000081428e-05,1.862,0.7979999999997744,0.00802
b21_C,_4777_,BUF,0,0,1,10,13,4,27,0.0,1.064,0.26600000000053114,0.00801
b21_C,_4778_,NAND3,0,0,3,2,12,6,59,-0.00018406250000024826,1.862,0.7979999999997744,0.00802
b21_C,_4779_,BUF,0,0,1,10,13,5,55,0.0,1.064,0.26600000000053114,0.00801
b21_C,_4780_,BUF,0,0,1,10,14,4,27,0.0,1.064,0.26600000000053114,0.00801
b21_C,_4781_,NOR2,0,1,2,4,6,29,1068,-0.0014736328125000142,1.33,0.5320000000001528,0.00802
b21_C,_4782_,XNOR2,0,0,2,1,2,28,496,-6.408203125007894e-05,2.66,1.0640000000003056,0.00802
b21_C,_4783_,INV,0,0,1,3,3,27,495,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4784_,NAND2,0,0,2,2,7,26,491,-1.1464843750141895e-05,1.33,0.5320000000001528,0.00802
b21_C,_4785_,AOI222,0,0,6,2,8,26,491,-0.00034410156250030965,3.724,1.5960000000004584,0.00802
b21_C,_4786_,AND2,0,0,2,2,9,25,463,0.0,1.33,0.26599999999962165,0.00802
b21_C,_4787_,BUF,0,0,1,10,10,24,461,0.0,1.064,0.26600000000053114,0.00802
b21_C,_4788_,OAI221,0,0,5,1,17,3,2,0.0,2.926,1.3300000000008367,0.00802
b21_C,_4789_,XNOR2,0,0,2,7,5,30,1069,0.0,2.66,1.0640000000003056,0.00802
b21_C,_4790_,NAND2,0,0,2,9,6,29,1021,0.0,1.33,0.5320000000001528,0.00802
b21_C,_4791_,BUF,0,0,1,10,7,25,801,0.0,1.064,0.26600000000053114,0.00802
b21_C,_4792_,OR2,0,0,2,3,2,28,827,-0.000816757812500235,1.33,0.26599999999962165,0.00801
b21_C,_4793_,OR3,0,0,3,3,3,27,717,0.0,1.596,0.26599999999962165,0.00801
b21_C,_4794_,NAND2,0,0,2,1,4,26,662,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4795_,XNOR2,0,0,2,10,5,25,661,5.0507812499933635e-05,2.66,1.0640000000003056,0.00802
b21_C,_4796_,NOR2,0,0,2,2,8,24,458,-9.101562500113403e-06,1.33,0.5320000000001528,0.00802
b21_C,_4797_,INV,0,2,1,2,1,35,2868,6.249999999985434e-06,0.798,0.26599999999962165,0.00801
b21_C,_4798_,NAND2,0,0,2,3,2,34,2802,-0.0002178906250001056,1.33,0.5320000000001528,0.00801
b21_C,_4799_,INV,0,69,1,2,1,35,2868,0.00019490234374996973,0.798,0.26599999999962165,0.00801
b21_C,_4800_,OAI22,0,69,4,3,2,34,2802,0.0017615039062497395,2.394,1.0640000000003056,0.00801
b21_C,_4801_,NAND2,0,69,2,10,3,33,2794,0.0014239843749996872,1.33,0.5320000000001528,0.00801
b21_C,_4802_,BUF,0,3,1,10,4,32,2557,-0.0001389062500001259,1.064,0.26600000000053114,0.00801
b21_C,_4803_,BUF,0,3,1,10,5,28,2230,0.00013054687499991502,1.064,0.26600000000053114,0.00801
b21_C,_4804_,AND2,0,0,2,2,6,25,461,-1.2050781249994813e-05,1.33,0.26599999999962165,0.00801
b21_C,_4805_,MUX2,0,0,3,3,4,29,2157,-0.0002841796874999414,2.394,0.5320000000001528,0.00802
b21_C,_4806_,NOR2,0,0,2,2,5,28,2065,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4807_,NOR2,0,0,2,4,2,34,2743,-0.0003982812500000765,1.33,0.5320000000001528,0.00801
b21_C,_4808_,INV,0,0,1,1,1,35,2744,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4809_,INV,0,3,1,1,1,35,2744,-1.9726562501265477e-06,0.798,0.26599999999962165,0.00801
b21_C,_4810_,AOI22,0,5,4,4,2,34,2743,-7.539062500017124e-05,2.394,1.0640000000003056,0.00802
b21_C,_4811_,NOR2,0,2,2,6,3,33,2607,1.119140624994408e-05,1.33,0.5320000000001528,0.00802
b21_C,_4812_,AND2,0,0,2,2,4,31,2244,-1.671874999997769e-05,1.33,0.26599999999962165,0.00801
b21_C,_4813_,AND2,0,0,2,2,4,31,2244,-0.00027033203125004235,1.33,0.26599999999962165,0.00801
b21_C,_4814_,OR2,0,0,2,2,5,30,2243,0.0,1.33,0.26599999999962165,0.00802
b21_C,_4815_,AND2,0,0,2,1,6,29,2155,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4816_,MUX2,0,0,3,2,4,31,2333,-0.0002841796874999414,2.394,0.5320000000001528,0.00802
b21_C,_4817_,AND2,0,0,2,3,5,30,2330,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4818_,NOR2,0,0,2,2,5,30,2331,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4819_,MUX2,0,0,3,4,4,31,2415,-0.0002841796874999414,2.394,0.5320000000001528,0.00802
b21_C,_4820_,NOR2,0,0,2,2,5,30,2371,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4821_,AND2,0,0,2,1,4,31,2371,-1.671874999997769e-05,1.33,0.26599999999962165,0.00801
b21_C,_4822_,AND2,0,0,2,1,4,31,2371,-0.00027033203125004235,1.33,0.26599999999962165,0.00801
b21_C,_4823_,MUX2,0,0,3,3,4,32,2503,-0.0002841796874999414,2.394,0.5320000000001528,0.00802
b21_C,_4824_,AND2,0,0,2,1,5,31,2371,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4825_,INV,0,0,1,2,1,33,2610,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4826_,NAND3,0,0,3,2,3,33,2610,-0.0017407421875001994,1.862,0.7979999999997744,0.00802
b21_C,_4827_,OAI21,0,3,3,2,3,33,2610,-4.240234374996987e-05,1.862,0.7979999999997744,0.00802
b21_C,_4828_,NAND3,0,0,3,2,3,33,2592,-0.0017407421875001994,1.862,0.7979999999997744,0.00802
b21_C,_4830_,AOI221,0,3,5,3,4,32,2502,6.941406249993953e-05,2.926,1.3300000000008367,0.00802
b21_C,_4829_,OAI21,0,0,3,2,3,33,2592,-8.048828125017948e-05,1.862,0.7979999999997744,0.00802
b21_C,_4831_,INV,0,0,1,2,1,32,2499,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4832_,INV,0,0,1,1,1,34,2651,0.0,0.798,0.26599999999962165,0.00801
b21_C,_4833_,OAI21,0,0,3,1,3,33,2650,-8.048828125017948e-05,1.862,0.7979999999997744,0.00802
b21_C,_4834_,OAI211,0,66,4,5,4,32,2649,0.0006800195312499646,2.394,1.0640000000003056,0.00802
b21_C,_4835_,AND2,0,0,2,4,4,32,2588,0.0,1.33,0.26599999999962165,0.00802
b21_C,_4836_,AOI21,0,63,3,1,5,31,2371,-0.0005450195312499684,1.862,0.7979999999997744,0.00802
b21_C,_4838_,NAND2,0,0,2,1,5,30,2243,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4841_,NAND2,0,0,2,2,5,28,2065,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4839_,AOI211,0,61,4,2,7,29,2242,-0.0007435742187500427,2.394,1.0640000000003056,0.00802
b21_C,_4842_,AOI21,0,1,3,2,9,27,1092,-0.0015210742187501403,1.862,0.7979999999997744,0.00802
b21_C,_4843_,MUX2,0,0,3,2,5,29,2067,-1.0937499999918998e-05,2.394,0.5320000000001528,0.00802
b21_C,_4844_,NOR2,0,0,2,2,6,28,2065,0.0,1.33,0.5320000000001528,0.00801
b21_C,_4845_,AND2,0,0,2,4,6,28,2064,0.0,1.33,0.26599999999962165,0.00801
b21_C,_4846_,OR2,0,0,2,2,7,27,1092,0.0,1.33,0.26599999999962165,0.00802
b21_C,_4847_,XNOR2,0,1,2,3,10,26,993,-3.5937500000304823e-06,2.66,1.0640000000003056,0.00802
b21_C,_4848_,BUF,0,2,1,10,4,32,2420,6.869140624998771e-05,1.064,0.26600000000053114,0.00801
b21_C,_4849_,BUF,0,2,1,10,5,29,2061,7.349609375006949e-05,1.064,0.26600000000053114,0.00801
b21_C,_4850_,AOI211,0,0,4,2,11,24,458,-0.00020828124999994202,2.394,1.0640000000003056,0.00802
b21_C,_4851_,NOR2,0,0,2,9,12,23,361,6.640624998777156e-07,1.33,0.5320000000001528,0.00802
b21_C,_4852_,NAND2,0,8,2,3,8,27,383,6.431640624993129e-05,1.33,0.5320000000001528,0.00802
b21_C,_4853_,BUF,0,8,1,10,9,26,331,0.00021886718749986045,1.064,0.26600000000053114,0.00802
